Rooms,Footage,Rent,address,title,description,street,city,canton
3.5,90,2450,"Kapellenstrasse 7, 3011 Bern, BE",«Top Altbauwohnung in Jugendstilhaus an zentraler Lage»,"Im Monbijou in Jugendstilhaus (5 Min. vom HB Bern entfernt) vermieten wir per 1.6.2023 oder nach Vereinbarung eine Altbauwohnung.alte, sehr schön erhaltene ParkettbödenStukkdecken schmücken die grosszügigen, hohen und hellen RäumlichkeitenWC mit Badewannegenügend Stauraum durch EinbauschränkeIm ruhig gelegenen und gepflegten Innenhof bietet sich Ihnen eine kleine Wohlfühl-Oase zur Mitbenützung.Lassen Sie sich von diesem exklusiven Angebot überzeugen und kontaktieren Sie uns für einen Besichtigungstermin. Wir freuen uns auf Ihre Kontaktaufnahme.",Kapellenstrasse 7,3011 Bern,BE
3.0,70,1390,"Lerchenweg 16, 3400 Burgdorf, BE","«3-Zimmerwohnung, Parterre rechts»","sonnige, ruhige und zentrale Lage - Einkaufsmöglichkeiten, öV und Schulen in der Nähe - Haustiere nicht erlaubtHelle, geräumige Wohnung - abgeschlossene Küche mit Geschirrspüler, Glaskeramikherd und grossem Kühlschrank - helles Badezimmer mit Badewanne und Fenster - Wohnzimmer und Schlafräume mit Laminatböden - Korridor, Küche und Badezimmer mit Plattenboden - grosser Balkon (13 m2) mit seitlicher Verglasung - Grillplatz zur gemeinsamen Benützung - Keller- und Estrichabteil",Lerchenweg 16,3400 Burgdorf,BE
5.5,135,2550,"jean-sessler-strasse 1, 2502 Biel/Bienne, BE",«Appartement centre ville; Art nouveau; 5.5 pièces»,,jean-sessler-strasse 1,2502 Biel/Bienne,BE
2.5,81,1150,"Narzissenweg 14, 2504 Biel/Bienne, BE",«Willkommen zu Hause!»,Wir vermieten eine 2½-Zimmerwohnung mit folgenden Eigenschaften:- Guter Grundriss- Parkett- und Plattenboden- Küche mit Geschirrspüler & Glaskeramikherd- Badezimmer mit Badewanne- Sonniger Balkon- Ruhige und gepflegte Umgebung- Reduit- Kellerabteil- Lift vorhanden- Einstellplatz für monatlich CHF 120.- kann dazugemietet werden- ÖV und Einkaufsmöglichkeiten in unmittelbarer NäheHaben wir Ihr Interesse geweckt? Wir freuen uns auf Ihre Anfrage.Bewerben Sie sich jetzt Online bei uns unter:www.mywincasa.ch/bewerbenIhr Bewerbungscode: 07409.04.0202,Narzissenweg 14,2504 Biel/Bienne,BE
3.0,63,1270,"Mittelstrasse 6, 3613 Steffisburg, BE",«Wohnglück auf den ersten Blick»,"Im beliebten Quartier 'Schwäbis' vermieten wir ab 01.05.2023 oder nach Vereinbarung an zentraler Wohnlage nähe Aare und Flussbad eine helle Wohnung mit folgenden Vorzügen:- Parkett im Wohnzimmer und den Schlafzimmern- Moderne Küche mit Glaskeramik und Geschirrspüler- Bad mit Badewanne- Einbauschränke- Balkon- In 10 Minuten zu Fuss mitten im Stadt Zentrum ""Bälliz""- Bushaltestelle in unmittelbare NäheBei den Fotos handelt es sich um ein typähnliches Objekt.Bewerben Sie sich jetzt Online bei uns unter:www.mywincasa.ch/bewerbenIhr Bewerbungscode: 1",Mittelstrasse 6,3613 Steffisburg,BE
3.5,114,2100,"Alpenstrasse 31, 3052 Zollikofen, BE",«Ihre Wohnung - Ihr Paradies»,"Per 01.07.2023 vermieten wir diese helle 3.5-Zimmerwohnung in Zollikofen. Die Wohnung bietet Ihnen zudem folgende Annehmlichkeiten:Wohn- und Schlafzimmer mit ParkettbodenKüche und Nasszellen mit dunklem, pflegeleichtem PlattenbodenHelle, offene Küche mit Glaskeramikherd, Backofen, Geschirrspüler und viel Stauraum für Ihre KüchenutensilienBadezimmer mit WC, Lavabo, Spiegelschrank und BadewanneSeparates Gästebad mit WC, Lavabo, Spiegelschrank und DuscheSonniger Balkon zum VerweilenEigenes KellerabteilWaschküche und Trockenraum zur MitbenutzungDie",Alpenstrasse 31,3052 Zollikofen,BE
2.5,68,1680,"Sandstrasse 118, 3302 Moosseedorf, BE",«Wohnglück auf den ersten Blick»,"Per 01.07.2023 vermieten wir diese schöne und moderne 2.5-Zimmerwohnung in Moosseedorf.Die Wohnung bietet Ihnen folgende Annehmlichkeiten:Alle Zimmer sowie Korridor mit ParkettbodenNasszelle mit pflegeleichtem, dunklem PlattenbodenModerne, offene Küche mit Glaskeramikherd, Backofen auf Sichthöhe, und GeschirrspülerBadezimmer mit WC, Lavabo, Spiegelschrank, Badewanne und TageslichtReduit mit Waschturm (Waschmaschine und Trockner)Gemütlicher Balkon zum VerweilenEigenes KellerabteilLift vorhandenDie Haustierhaltung ist in dieser Liegenschaft erlau",Sandstrasse 118,3302 Moosseedorf,BE
4.5,109,2285,"Sandstrasse 112, 3302 Moosseedorf, BE",«Wohnen mit Lebensqualität»,"Per 01.07.2023 vermieten wir diese schöne und moderne 4.5-Zimmerwohnung in Moosseedorf.Die Wohnung bietet Ihnen folgende Annehmlichkeiten:Alle Zimmer und Korridor mit ParkettbodenNasszellen mit pflegeleichtem, dunklem PlattenbodenModerne, offene Küche mit Glaskeramikherd, Backofen auf Sichthöhe, und GeschirrspülerBadezimmer mit WC, Lavabo, Spiegelschrank und BadewanneSeparates Gästebad mit WC, Lavabo, Spiegelschrank und DuscheReduit mit Waschturm (Waschmaschine und Trockner)Gemütlicher Balkon zum VerweilenEigenes KellerabteilLift vorhandenDie H",Sandstrasse 112,3302 Moosseedorf,BE
4.5,104,2010,"Weidli 1, 3633 Amsoldingen, BE",«Wohnen mitten im Naherholungsgebiet»,"Suchen Sie ein neues Zuhause in ländlicher, idyllischer Umgebung und doch nahe zur Stadt Thun?  Per 1. Juli 2023  vermieten wir eine heimelige und trotzdem helle 4.5-Zimmerwohnung mit Schwedenofen sowie überdurchschnittlicher Raumhöhe.  Von ihrem grossen, gedeckten und windgeschützten Balkon geniessen Sie eine traumhafte Aussicht auf die Bergkette sowie das Stockhorn. Das Städtchen Thun erreicht man mit dem Auto in 10 Minuten.Im Mietpreis zusätzlich inbegriffen sind:  -Spiel- und Grillplatz zur Mitbenützung  -Tiefkühlraum zur Mitbenützung   -Al",Weidli 1,3633 Amsoldingen,BE
4.5,81,1750,"Lätternweg 8, 3052 Zollikofen, BE","«4 1/2-Zimmerwohnung, 2. Stock links»","sonnige und kinderfreundliche Lage - Nähe öV und Einkaufsmöglichkeiten - LiftHelle Wohnung mit attraktivem Grundriss - grosszügige Küche mit Granitabdeckung, Glaskeramikkochfeld und Geschirrspüler - modernes Badezimmer mit Badewanne und Plattenboden - sep. WC mit Plattenboden - Wohn-, Schlaf- und Kinderzimmer sowie Korridor und praktischer Essplatz mit Eichenparkett - grosszügiger Balkon mit Fernsicht - Kellerabteil - Hallenplatz kann zu mtl. Fr. 120.00 dazu gemietet werden",Lätternweg 8,3052 Zollikofen,BE
3.5,67,1450,"Bachstrasse 1, 3072 Ostermundigen, BE","«3 1/2-Zimmerwohnung, 2. Stock rechts»","sonnige und zentrale Lage - Einkaufsmöglichkeiten, öV, Schulen, Kindergarten und Freibad Ostermundigen in der Nähehelle Wohnung mit praktischem Grundriss - abschliessbare Küche mit allen gängigen Geräten (grosser Kühlschrank, Glaskeramikkochfeld und Backofen sowie Geschirrspüler) - Badezimmer mit Badewanne - die Wohnung wurde frisch gestrichen - der Parkett im Wohnzimmer wurde geschliffen und in den Zimmern wurde neuer Parkett verlegt - Wandschrank - grosser Balkon - Estrich- + Kellerabteil - ein Hallenplatz kann bei Bedarf dazu gemietet werden",Bachstrasse 1,3072 Ostermundigen,BE
1.0,18,760,"Seidenweg 4, 3012 Bern, BE","«1-Zimmerwohnung, 3. Stock links»","Die kleine, aber feine Wohnung befindet sich im beliebten Länggass-Quartier und nächster Nähe zur Unitobler. Öffentliche Verkehrsmittel, zahlreiche Einkaufsmöglichkeiten sowie charmante Cafés und Restaurants befinden sich in nächster Nähe.helle Wohnung im Zentrum der Länggasse - grosser Einbauschrank - Bad mit Sitzwanne - Wohnung mit Laminat- und Novilonboden - Kellerabteil - Balkon",Seidenweg 4,3012 Bern,BE
3.5,83,1590,"Reichenbachstrasse 64, 3052 Zollikofen, BE",«Ein Monat Gratis!! Neubau! Erstmieter»,"In einer gepflegten Liegenschaft vermieten wir per sofort oder nach vereinbarung, eine wunderschöne Neue 3.5 Zimmerwohnung mit grosszügigem Grundriss.Die Wohnung bietet Ihnen folgendes:Helle grosse ZimmerBodenbeläge aus pflegeleichtem modernem neuem LaminatPraktische EinbaukücheEINE MONATSMIETE GRATIS!!Waschküche zur MitbenützungSeparate Eingang Konnten wir dein Interesse wecken?Dann kontaktiere uns für einen Besichtigungstermin.",Reichenbachstrasse 64,3052 Zollikofen,BE
4.5,100,2550,"Weltpoststrasse 3, 3015 Bern, BE",«4.5 Zimmer-Wohnung im Weltpostpark»,"Wünschen Sie sich eine moderne Wohnung, die genau Ihren Vorstellungen entspricht? Im neu erstellten Weltpost Park im Oberen Murifeld werden Sie fündig: 170 Stadtwohnungen in verschiedenen Grössen, Komfort- und Preisklassen stehen zur Wahl. Für Singles, Paare und Familien, die das Leben in der Stadt lieben.Die Wohnsiedlung Weltpost Park liegt genau gegenüber dem Hauptsitz des Postvereins. An dieser zentralen Wohnlage sind Sie in vielerlei Hinsicht privilegiert: Sie gehen zu Fuss oder mit dem Velo einkaufen und finden in nächster Nähe alles, was",Weltpoststrasse 3,3015 Bern,BE
4.5,113,1836,"Schürlistrasse 42, 2563 Ipsach, BE",«Sicht ins Grüne»,,Schürlistrasse 42,2563 Ipsach,BE
1.5,31,980,"Falkenstrasse 35, 2502 Biel/Bienne, BE",«Top of Biel: im höchsten Haus der Stadt»,"Mit seinen stolzen 60 Metern ist das Hochhaus ""La Champagne"" das höchste Gebäude in Biel. Das ganze Haus wurde während zwei Jahren sorgfältig total saniert.Wir vermieten eine tolle1.5-Zimmerwohnung im 18. Stockmit gelben Wand- und Bodenfliesenfarben in Küche und Bad.Moderne Küche mit praktischen ArbeitsflächenWohnzimmer mit LoggiaIm Zimmer ist ein grauer Linoleumboden verlegt. Die grossen Fenster sorgen für viel Lichteinlass und WeitblickBadezimmer mit DuscheEntrée mit GarderobeVideotürsprechanlageGlasfaseranschlussGrosszügiges Waschküchenangeb",Falkenstrasse 35,2502 Biel/Bienne,BE
4.5,84,1630,"Scheurenweg 35, 2504 Biel/Bienne, BE",«An bevorzugter Wohnlage in Biel-Mett»,"An der Stadtgrenze am Scheurenweg 35 in Biel-Mett, Nähe Wald und Schulen, vermieten wir eine  4.5-Zimmerwohnung mit grossem Balkon und schöner Fernsicht   im 2. Stock (kein Lift):Separate KücheBad und WC getrenntWohnzimmer mit GlasfaseranschlussSchlafzimmer Zwei KinderzimmerReduitKellerAutoeinstellplatz Fr. 120.00Haben wir Ihr Interesse geweckt? Gerne erwarten wir Ihre E-Mail oder Ihren Anruf.",Scheurenweg 35,2504 Biel/Bienne,BE
4.5,99,2246,"Fabrikstrasse 29, 3012 Bern, BE",«Modernes Wohnen in der Länggasse!»,"Das 2013 sanierte Gebäude befindet sich in der hinteren Länggasse an einer ruhigen Wohnstrasse und kann leicht über die Autobahnausfahrt Bern-Weyermannshaus erreicht werden. Die Busshaltestellen Nr. 12 - Länggasse ist ca. 250 Meter vom Haus entfernt. Verschiedene Einkaufsmöglichkeiten, Restaurants, Bank und Post sowie der Bremgartenwald (Naherholungsgebiet) befinden sich in unmittelbarer Nähe. Autoeinstellplätze können nach Bedarf gemietet werden (sofern freie Plätze vorhanden sind). Ein Lift ist vorhanden. Die Waschküche wird in der Gemeinscha",Fabrikstrasse 29,3012 Bern,BE
2.0,40,1180,"Murtenstrasse 143 B, 3008 Bern, BE",«Moderne Singlewohnung»,"Wir vermieten diese charmante Wohnung mit folgenden Vorzügen:Wohn- und Schlafzimmer mit ParkettModerne Küche mit grossem KühlschrankGlaskeramikherd und GeschirrspülerDusche/WCEinbauschrank im KorridorKellerabteil für mehr StauraumEinkaufsmöglichkeiten und Fitness im gleichen GebäudeLift mit direktem Zugang zur EinstellhalleWaschküche zur MitbenutzungKein BalkonEinkaufsmöglichkeiten, Fitness und Restaurant in der selben Liegenschaft. Postautostation vor dem Haus.Interessiert? Dann lohnt sich eine Besichtigung.",Murtenstrasse 143 B,3008 Bern,BE
2.5,45,1145,"Falkenstrasse 35, 2502 Biel/Bienne, BE",«Im höchsten Haus von Biel»,"Mit seinen stolzen 60 Metern ist das Hochhaus ""La Champagne"" das höchste Gebäude in Biel. Wir vermieten eine tolle2.5-Zimmerwohnung im 8. Stock mit gelben Wand- und Bodenfliesenfarben in Küche und Bad.Moderne Küche mit praktischen Arbeitsflächen und viel StauraumWohnzimmer mit LoggiaIn beiden Zimmern sind neue Vinylböden verlegt, die grossen Fenster sorgen für viel Lichteinlass.Badezimmer mit DuscheEntrée mit GarderobeVideotürsprechanlageGlasfaseranschlussEinstellhallenplätze, auch mit Ladestation für Elektrofahrzeuge, können dazu gemietet werd",Falkenstrasse 35,2502 Biel/Bienne,BE
5.5,145,2735,"Rämelgässli 18, 3067 Boll, BE",«Einseitig angebautes 5½-Zimmerhaus an ruhiger Wohnlage mit schönem Garten»,"Das einseitig angebaute 5½-Zimmer-Einfamilienhaus liegt an ruhiger Wohnlage in der Nähe des Dachshölzliwaldes. Eine gepflegte Gartenanlage umgibt das Haus und bietet eine Oase zum Verweilen.Folgende Sanierungen wurden 2022 getätigt:Malerarbeiten ganzes HausNeues WC im EG und OGErsatz Teppichboden durch Vinyl in Holzoptik in den ZimmernNeue Armaturen im Bad (Lavabo, Wanne und Dusche) & diverse weitere kleine Erneuerungen im BadNeue WM/Tumbler2023 geplant: Anstrich Fassade, Unterdach und Fenster Mietzins:Nettomietzins: CHF 2'735.-Nebenkosten: CHF",Rämelgässli 18,3067 Boll,BE
2.5,44,1180,"Bernstrasse 25, 3072 Ostermundigen, BE",«Top.Modern.Einzigartig= Bäretower»,"Der höchste Wohnturm des Kantons, herausragende Architektur, moderne Ausstattung - der BäreTower sorgt für Hochgefühle. Auf 32 Stockwerken und einer Höhe von rund 100 Metern kommen die neuen Mieterinnen und Mieter den Sternen unheimlich nahe. Der Bahnhof ist nur 2 Minuten entfernt und diverse Einkaufsmöglichkeiten befinden sich in unmittelbarer Nähe.Vorzüge Ihrer Wohnung im Überblick:Grosszügiger GrundrissOffene moderne KücheEichenparkett im Wohn-/EssbereichEigener WaschturmBadezimmer mit BadewanneEinbauschränkeLift vorhandenKellerKeine LoggiaD",Bernstrasse 25,3072 Ostermundigen,BE
3.5,68,1420,"Bernstrasse 143, 3400 Burgdorf, BE",«Ihr neuer Wohntraum in Burgdorf!»,"An naturnaher und ruhiger Lage vermieten wir diese schöne Wohnung, welche Ihnen folgende Annehmlichkeiten zu bieten hat:- Parkettboden in allen Wohnbereichen- Küche mit Granitabdeckung, Glaskeramik und Geschirrspülmaschine- Plattenboden in Nasszellen- Badezimmer mit Badewanne- separate Dusche mit WC- grosszügiger Balkon mit Fernsicht- Keller- LiftEin Einstellplatz kann bei Bedarf für CHF 130.- pro Monat dazu gemietet werden.Für den täglichen Bedarf wissen Sie die in wenigen Minuten erreichbare Shoppingmeile Lyssach-Alchenflüh zu schätzen. Die B",Bernstrasse 143,3400 Burgdorf,BE
3.5,105,2590,"Bernapark 28, 3066 Stettlen, BE",«Moderne Duplexwohnung mit wunderschöner Aussicht»,,Bernapark 28,3066 Stettlen,BE
3.5,75,1660,"Könizstrasse 257, 3097 Liebefeld, BE",«Leben Sie ihren Wohntraum!»,"Ab 01.07.2023 oder nach Vereinbarung vermieten wir diese frisch erstellte 3.5-Zimmer-Wohnung im 3. OG. Die Liegenschaft befindet sich an zentraler Lage nahe diversen Einkaufsmöglichkeiten und öffentlichen Verkehrsmittel.Die charmante, lichtdurchflutete Wohnung bietet Ihnen auf 75m2 folgende Vorzüge:offene Wohnküchemit Glaskeramikherd und GeschirrspülerSchlaf- und Wohnzimmer mit ParkettbodenBadezimmer mit FensterBalkon für gemütliche StundenKellerabteilBei Bedarf kann eine Garage für CHF 140.00 oder ein Einstellplatz für CHF 105.00 pro Monat daz",Könizstrasse 257,3097 Liebefeld,BE
5.5,157,2960,"Wahlackerstrasse 5, 3052 Zollikofen, BE",«XXL-Familienwohnung über den Dächern von Zollikofen»,"Nur noch wenige Wohnungen verfügbar!Die Wohnungen an der Wahlackerstrasse sind ab 1. Juli 2023 bezugsbereit und garantieren mit dem neuesten Baustandard ein komfortables Wohnerlebnis für jung und alt. Ausgezeichnete ÖV-Verbindungen und gute Infrastruktur (Einkaufen, Gastronomie, Dienstleistung) machen die Lage besonders beliebt. Folgende Argumente bieten Ihnen neue Lebensqualität:Lichtverwöhnter Wohnbereich mit Parkettboden und direktem Zugang zur erholsamen LoggiaOffene Küche mit Natursteinabdeckung Glaskeramikherd, Geschirrspüler, hochliegend",Wahlackerstrasse 5,3052 Zollikofen,BE
3.5,64,1250,"Oberburgstrasse 96, 3400 Burgdorf, BE",«Geniessen Sie sonnige Momente auf dem grossen Balkon»,"Per 01.06.2023 sucht diese moderne Wohnung eine neue Mietpartei. Die Wohnung bietet Ihnen nebst den hellen Zimmern, den folgenden Ausbaustandard:- Parkettboden in allen Wohnbereichen- moderne Küche mit Glaskeramikfeld und Geschirrspülmaschine- Badezimmer mit Badewanne- Korridor mit praktischen Wandschränken- grosser Balkon mit Reduit- KellerEine Garage kann für CHF 110.00 dazu gemietet werden. Einkaufsmöglichkeiten, sowie Schulen und Kindergarten befinden sich in unmittelbarer Nähe der Liegenschaft. Die öffentlichen Verkehrsmittel bzw. der Auto",Oberburgstrasse 96,3400 Burgdorf,BE
3.0,65,1580,"Badhausstrasse 5, 2503 Biel/Bienne, BE",«Schöne Wohnung direkt am See!»,Direkt am Bielersee vermieten wir folgende wunderschöne Wohnung mit diesen Vorzügen:Wohn- und Schlafzimmer mit ParkettKüche und Bad mit Plattenboden Küche mit grossem KühlschankBadezimmer mit BadewanneSep. WCEinbauschränke im KorridorSonniger BalkonSchöne AussichtKellerabteilLiftÖV in unmittelbarer NäheDie Bilder können von der Wohnung leicht abweichen.Wir freuen uns auf Sie!,Badhausstrasse 5,2503 Biel/Bienne,BE
5.5,129,3300,"Weissenbühlweg 40 C/D, 3007 Bern, BE",«Zweistöckiger Wohn(t)raum im Weissenbühl»,"Die moderne Liegenschaft befindet sich in der Nähe des bekannten Monbijouquartiers und ist somit nur ein Katzensprung vom Berner Zentrum entfernt.Nach Vereinbarung vermieten wir diese einzigartige 5.5-Zimmer-Maisonette-Wohnung im 3. und 4. Stock:Halboffene, moderne Küche mit jeglichem KomfortZwei helle Badezimmer mit Badewanne und DuscheHochwertige Parkett- und PlattenbödenEigener Waschturm direkt im MietobjektZwei sonnige BalkoneGeräumiges Kellerabteil mit StromanschlussLiftAuf Wunsch kann ein Motorradplatz für monatlich CHF 40, ein Autoeinste",Weissenbühlweg 40 C/D,3007 Bern,BE
3.5,64,1470,"Holzgasse 21, 3322 Urtenen-Schönbühl, BE","«3 1/2-Zimmerwohnung, 1. Stock links»","Sonnige und ruhige Lage - Einkaufsmöglichkeiten, öffentliche Verkehrsmittel, Solbad und Schulen befinden sich in der Nähe Die tolle teilsanierte Wohnung ist lichtdurchflutet und bietet eine charmante halb-offene Küche. Im Eingangsbereich gibt es Einbauschränke die viel Platz zum Verstauen bieten. Das Badezimmer verfügt über eine Badewanne. Die Wohnung hat ausserdem einen grossen Balkon, der zum Verweilen einlädt und bietet einen kleinen Abstellraum. Sämtliche Zimmer sind mit Parkett ausgestattet.",Holzgasse 21,3322 Urtenen-Schönbühl,BE
3.5,101,2250,"Hofenstrasse 52, 3032 Hinterkappelen, BE",«Wohn(t)raum mit Blick auf den Wohlensee»,"Das 2019 nachhaltig erbaute Wohnhaus überzeugt mit seiner stadtnahen Lage im Grünen und vereint ländlichen Charme mit urbaner Qualität.Per 1. Juli 2023 vermieten wir diese schöne 3.5-Zimmer-Wohnung im 1. Stock:Offene Küche mit jeglichem KomfortHelles Badezimmer mit BadewanneSeparate Toilette mit eigenem WaschturmHochwertige Parkett- und PlattenbödenPraktische EinbauschränkeKleines aber feines ReduitGrosse, sonnige Terrasse mit Blick auf den WohlenseeGeräumiges Kellerabteil mit SteckdoseSmart Home Steuerung für energieeffiziente GebäudenutzungGr",Hofenstrasse 52,3032 Hinterkappelen,BE
2.5,64,1550,"Bahnhofstrasse 39, 2502 Biel/Bienne, BE","«Urbane, neu renovierte 2.5-Zimmerwohnung nähe Bahnhof»","Wir vermieten im Stadtzentrum, 3 Gehminuten vom Bahnhof, in gepflegter Liegenschaft eine grosszügige 2.5-Zimmerwohnung im 1. Stock (Lift).Die Wohnung ist mit pflegeleichtem Vinyl in Holzdesign ausgestattet. Im Badezimmer wurde Platten verlegt. Das Badezimmer ist grosszügig und verfügt über eine begehbare Dusche. Die offene Küche verfügt über eine Granitabdeckung und Geschirrspüler.Das praktische grosszügige Reduit bietet genügend Stauraum. Die eigene Waschmaschine und Tumbler befinden sich ebenfalls im Reduit.Haben wir Ihr Interesse geweckt? Da",Bahnhofstrasse 39,2502 Biel/Bienne,BE
4.5,196,3550,"Marktgasse 6A, 3600 Thun, BE",«Maisonette-Wohnung mit traumhafter Dachterrasse im Herzen von Thun»,"Nach Vereinbarung ab Frühling 2023 vermieten wir diese aussergewöhnliche Maisonette-Wohnung mitten in der thuner Innenstadt. Ihr neues zu Hause überzeugt mit folgenden Vorzügen:  Wohnfläche von 196m2 auf zwei Etagengrosszügige Wohnküche unter anderem mit Dampfgarer und JapanplatteCheminée für gemütliche WinterabendeEin Badezimmer mit Wanne und Dusche, eines mit Dusche und ein separates Gäste-WCviel praktischer Stauraum in Einbauschränken und ReduitKlimaanlage im SchlafzimmerWaschmaschine und Tumbler in der WohnungBegehbarer Kleiderschrank / Ank",Marktgasse 6A,3600 Thun,BE
